galaxyID,timestep,t,z,M_star,R_halflight_s,R_halflight_c,R_halfmass,sigma_allstars_global,sigma_allstars_los,sigma_youngstar_global,sigma_youngstar_los,sigma_allgas_global,sigma_allgas_los,sigma_coldgas_global,sigma_coldgas_los,sigma_hotgas_global,sigma_hotgas_lossigma_gasNearYS_los,alpha,SFR_10,SFR_100,sSFR_10,sSFR_100
618,002016,6.801384320239815,0.7950046716958373,208135147.03920272,2173.020943384126,1242.940813805345,1.1444091796875,21.532496796966424,7.585302282669667,15.263788510483389,7.558390699462896,21.29298199012961,7.585302282669667,50.79064438432689,33.62141740725612,17.512848762169998,35.94013211794067,10.186829314978597,-0.27467053974801586,577844.5542424939,5669282.223493207,-9.556534399435021,-9.564817346947258
618,001920,6.478333421604745,0.8606679900454043,198246484.56709436,2035.6243622414322,1163.7907295807518,1.1444091796875,21.28475463584727,9.643538514567652,13.655813068118471,8.900464661675585,18.829228090568918,9.643538514567652,38.84009960653269,26.283352325947448,16.81011470727334,26.095252524997743,10.399429850037901,-0.2818070003063241,581837.2072418431,3340708.652215813,-9.532404004871635,-9.773366892999507
618,001824,6.155282522964884,0.9316226108009614,191802187.97879818,1901.5565380229245,1087.7363451883468,1.18255615234375,21.631090780059463,6.81918774088876,11.064312803288495,6.830248568521324,18.054494495007873,6.81918774088876,29.18277242377154,20.503497364732112,17.36088980799959,19.498965389427447,8.417109000739412,-0.2811135414005215,386394.7512467294,2250028.437552683,-9.695822338702245,-9.930665549980105
618,001728,5.832231624324829,1.0086446225334664,188700643.1351892,1770.7758199583848,1014.8323075458097,1.18255615234375,20.712003734631953,4.652537437019298,6.143915593491167,4.768082585916616,20.279342585828324,4.652537437019298,41.6269018652668,28.071136388055535,18.621455293382144,27.87408052753939,10.967516022542735,-0.27817795167453535,1187121.9563219708,3533138.117202962,-9.201278042823084,-9.727612765164903
618,001632,5.509180725688434,1.0926761541014571,180474941.41775438,1642.9345126555363,942.9547704865759,1.220703125,20.685991000850063,8.029255039497382,11.139180215318563,8.515973389248668,20.721753860302424,8.029255039497382,49.16921835025967,32.925297456786225,18.329191261673763,32.7502724684494,9.872354948535708,-0.23693187156586137,164682.00209131042,3362301.5364413457,-10.039770771299972,-9.729780250457287
618,001536,5.186129827044351,1.1848732073518913,171572815.21412292,1517.6850059756962,871.4915068984274,1.2969970703125,20.44966650867004,7.612507937265862,8.841908904606187,6.941523571252963,18.49643417134035,7.612507937265862,43.45693118220764,29.559915698575956,17.154533207134744,29.356150766746246,8.794495925746261,-0.2899210582259385,282497.4827769147,2608767.7727858676,-9.783433895001838,-9.818013056541355
618,001440,4.863078928395589,1.2866713145779003,166307890.52366373,1395.3199671780935,803.5242250866366,1.2969970703125,20.56790703886661,6.352000563285696,11.064262260135536,6.9287625372236175,19.721438580370545,6.352000563285696,40.7343437967218,28.77078694692834,19.00550051018447,28.498565238977072,8.690011614689375,-0.2519957385768256,120460.31136476021,2202772.747786459,-10.14006887353304,-9.8779431600817
618,001344,4.540028029750102,1.3998773857408184,163078059.06341234,1275.4482847005224,736.0120065936997,1.373291015625,24.114450907152523,9.761921839657738,14.570991752213171,9.77169837454204,32.95523247466574,9.761921839657738,83.58064815270833,53.856843523546154,28.975205153740465,54.50150373563781,13.233259828998428,-0.20451590575332823,246086.5646545859,17352509.64478295,-9.821307630284522,-8.97303323942535
618,001248,4.216977131099695,1.5268009671781488,139465727.19683334,1157.9913878291422,667.3900455817859,4.119873046875,21.039748523003777,6.054178094529474,8.31949426118545,6.200470025093284,25.750903445522795,6.054178094529474,47.357172568917186,30.24285730340664,25.094093253287152,30.228336432253023,11.193134195959,-0.27048988460268164,476539.95380845474,6803642.446536303,-9.466368177265432,-9.31172601369492
618,001152,3.8939262324478805,1.6704464395322585,110105615.93018208,1044.6152014909815,611.2123540505066,6.256103515625,23.103696849841437,18.10484865097849,18.41287554600294,16.569699246997864,23.139487223627626,18.10484865097849,33.48280645985554,22.781239394527603,20.403875425718823,22.927924172411,15.748445059615584,-0.056030014838824915,456996.7104217209,3348243.856297202,-9.38189639678085,-9.516992390080297
618,001056,3.5708753338005814,1.8348024148908089,99572531.77392513,936.2625340283828,557.1182628837697,15.7928466796875,22.140971896464727,9.372980026956078,15.81132555273357,9.522968649575429,18.332744010469558,9.372980026956078,32.516158345634395,23.086611289283496,17.189009533886257,21.74489105062339,9.918821775999932,-0.32156032853600464,83436.1047784075,1966481.334120806,-10.076785529009337,-9.7044497213929
618,000960,3.2478244351614376,2.0252918418934347,93618229.21942078,828.1892098126451,496.2526300968754,17.7764892578125,25.690146727141755,10.571471186823432,15.084600937575088,10.148724415770236,21.139467957297146,10.571471186823432,49.58052071283501,30.768899507709175,18.49200127069379,30.950362442500374,12.771533861272033,-0.33261787954528954,1126333.8910399983,6497778.40772073,-8.91969327013001,-9.158595525612933
618,000864,2.9247735365226153,2.2494992472362028,79605728.47286016,723.7411356118894,436.1015858726873,20.44677734375,19.879246961733887,8.018556061845075,11.988754340091079,8.423013853635352,16.778107253116556,8.018556061845075,37.261568161492214,24.276647361041455,15.39652412787632,24.029551440786065,11.01092983671144,-0.4073068997335187,217205.57990552118,3550035.5501595936,-9.56407334306287,-9.350711618822146
618,000768,2.601722637882806,2.518400408650693,71250290.75969799,623.4075872027737,379.75794232190884,31.73828125,13.799377915536512,7.190789710459594,11.337826530032803,7.287488594020989,17.133103909610124,7.190789710459594,38.84296554233223,25.09215244208225,16.618212526790565,25.700995601686692,8.981477918513132,-0.3477925597754539,152082.47105476557,3474299.766206074,-9.670707480577224,-9.311919353853904
618,000672,2.2786717392391767,2.8485597433042145,61487755.61324081,527.1113405639255,327.3299111192907,40.9698486328125,17.917079482454415,6.364209688388291,10.35237895734038,5.920990789383667,17.190107873359374,6.364209688388291,35.01565087117412,23.229886137708256,17.5553300090086,23.213270771685202,8.97305559156047,-0.37602354692702966,149709.82299923262,1516297.6475613993,-9.613538344095481,-9.60800417980042
618,000576,1.9556208405945408,3.266336524173643,58531481.73488785,436.0979457532949,274.5042843934733,41.46575927734375,14.065119258785128,5.936887849243773,11.858689131958972,6.085147931926297,17.948603695642507,5.936887849243773,46.79996388054761,30.437888525785787,18.369717393001228,30.49502347462848,7.418481859968292,-0.3733277770256862,32424.445206639663,2396926.7639527437,-10.256516964603133,-9.387734753755613
618,000480,1.6325699419506694,3.816678440078769,50880204.43818247,351.54198654063146,226.14884569482916,40.8935546875,13.660607778086133,3.8907258726789156,6.14805325940771,4.195272745705541,19.1897739376087,3.8907258726789156,57.80001348562606,36.65811489378213,18.917529604813797,37.53546222134637,7.000514569675112,-0.4724469398082728,130199.23056517568,7296973.430321033,-9.591940429950514,-8.843406082745984
618,000384,1.3095190433071264,4.583801636528016,30233037.236461453,270.2746665388652,177.04859881365596,34.1796875,13.604042067178991,7.812028315342988,10.653070188598313,8.132536610636128,16.075965171419853,7.812028315342988,36.52825284991648,24.257697348240765,18.47666044413132,24.075229634829796,9.725429406787066,0.14802489602799515,129333.22874869421,3279890.596106931,-9.368771659275312,-8.964622421315273
618,000288,0.9864681446642471,5.7486425317343155,16642374.347709808,157.3183871562534,64.94255061164505,23.026466369628906,12.53748913176876,10.80676614603442,18.066009387330034,10.559426641828685,10.89542174847309,10.80676614603442,22.82577154280316,14.886150239933311,12.167928887988953,14.764153853840876,9.779012282589893,-0.8273428504241218,61528.62848673192,720414.3492279135,-9.43213805216246,-9.36363293213094
618,000192,0.6634172460198041,7.795747492274948,16113996.893504389,97.27531525658178,33.41571176635055,15.01321792602539,11.000693979576502,7.063669635059634,12.516279664506289,7.0610183220548635,9.218914857441288,7.063669635059634,18.06277328561138,10.760365106256424,10.313558182179545,10.680717569860535,7.844549368019219,-0.5746248024390208,18420.623785662337,333225.36958563025,-9.941898942769326,-9.684465217267839
