galaxyID,tstep,t,tlookback,z,M_star,R_halfmass,sigma_star,sigma_youngstar,SFR_10,SFR_100,sSFR_10,sSFR_100
m11e_r7100,484,11.178327842,2.557888181,0.20537436,1386396500.0,23.90000000000068,87.275,73.29053,724211.4,8934418.0,-10.28202212521563,-10.190821199864194
m11e_r7100,483,11.153464798,2.582751225,0.207692266,1385641000.0,24.280000000000605,87.53865,70.0289,457622.8,12864764.0,-10.481143046842778,-10.032248889124528
m11e_r7100,482,11.128583756,2.607632266,0.210019231,1385587100.0,24.580000000000652,88.23359,58.533398,794732.8,15315654.0,-10.241412678272974,-9.95649827605183
m11e_r7100,481,11.103687571,2.632528451,0.212355137,1384407800.0,24.910000000000572,88.85161,84.70082,866686.56,15770785.0,-10.203401976912827,-9.943410728903572
m11e_r7100,480,11.078774441,2.657441582,0.214700222,1380705300.0,25.380000000000646,88.77865,69.8053,2675488.0,14358166.0,-9.712697978220568,-9.98300201559044
m11e_r7100,479,11.053847225,2.682368797,0.217054129,1375890300.0,25.940000000000733,88.049324,56.598213,2215055.0,14758829.0,-9.793199295898164,-9.96953190924493
m11e_r7100,478,11.028902255,2.707313767,0.219417453,1373168400.0,26.40000000000067,87.37331,88.76064,1056982.2,16302821.0,-10.113656101397007,-9.925461035464327
m11e_r7100,477,11.00394146,2.732274562,0.221789956,1371603800.0,26.810000000000734,87.29155,80.43109,1452133.0,20458380.0,-9.975222297354064,-9.826357451252173
m11e_r7100,476,10.978965839,2.757250183,0.224171519,1369640600.0,27.190000000000662,87.64309,71.52909,1575925.8,30176956.0,-9.93907086184401,-9.656931183985375
m11e_r7100,475,10.953973588,2.782242434,0.226562619,1364271900.0,27.510000000000712,88.05043,73.21331,1753151.6,28781392.0,-9.89108144652955,-9.675789130538293
m11e_r7100,474,10.92896758,2.807248443,0.228962779,1360180200.0,27.970000000000784,87.761826,88.14954,2281840.0,25612638.0,-9.7753112673206,-9.725142144861048
m11e_r7100,473,10.903944136,2.832271887,0.231372595,1355013100.0,28.500000000000735,86.483986,67.982124,7822727.5,22143782.0,-9.238585298191639,-9.78669170303743
